id,author_id,date,topic,keywords,engagement,civility
2230,342,2021-05-19,blacklivesmatter,community|brotherhood|demonstration,35,0.769
2231,148,2020-07-16,rights,justice|privacy|freedom of speech,362,0.801
2232,310,2020-09-12,climate,renewable energy|fake science|global warming,44,0.538
2233,296,2020-01-02,covid,anti-mask,176,0.03
2234,119,2021-10-18,abortion,reproductive freedom|clinic|healthcare,186,0.662
2235,295,2020-02-17,blacklivesmatter,stand together|looting|rally,480,0.514
2236,8,2021-10-29,capitol,constitution,265,0.826
2237,445,2020-04-19,rights,equality|legal rights,230,0.754
2238,141,2020-11-28,gun,gun laws|violence,109,0.388
2239,440,2021-11-10,covid,community health,305,0.833
2240,2,2021-05-16,blacklivesmatter,George Floyd|demonstration,7,0.625
2241,269,2021-04-19,rights,human rights,206,0.899
2242,144,2020-07-27,climate,renewable energy|ecology,22,0.707
2243,179,2021-03-12,abortion,sin,132,0.164
2244,443,2021-10-21,climate,environment,33,0.49
2245,400,2021-05-03,climate,ecology|green jobs,21,0.747
2246,283,2021-10-22,blacklivesmatter,rally|community,645,0.722
2247,410,2020-04-22,abortion,ban|procedure,161,0.335
2248,454,2021-02-17,climate,renewable energy,125,0.763
2249,315,2020-09-04,immigra,immigration law|refugees welcome,121,0.664
2250,11,2021-10-04,abortion,abortion ban|choice,24,0.451
2251,157,2021-12-07,gun,gun laws|mass shooting|firearms,17,0.399
2252,206,2020-09-14,rights,violations|justice|judiciary,33,0.55
2253,173,2020-04-08,gun,open carry|mass shooting,7,0.287
2254,117,2021-04-27,gun,concealed carry,60,0.535
2255,211,2021-07-29,rights,oppression,22,0.257
2256,500,2020-07-28,capitol,partisan|patriot,16,0.615
2257,471,2020-05-18,covid,COVID-19,44,0.554
2258,458,2020-05-03,rights,discrimination|judiciary,330,0.422
2259,275,2020-04-05,blacklivesmatter,community|all lives matter,234,0.591
2260,337,2020-02-15,blacklivesmatter,chaos|George Floyd,116,0.391
2261,118,2021-05-16,capitol,partisan,105,0.367
2262,386,2020-01-01,climate,fake science|climate change,409,0.335
2263,141,2021-07-23,covid,pandemic|public health|hoax,3,0.541
2264,376,2020-06-25,blacklivesmatter,community,200,0.93
2265,116,2020-07-19,abortion,supreme court,162,0.587
2266,388,2020-02-02,abortion,supreme court,68,0.591
2267,4,2021-12-04,climate,green jobs|fake science,96,0.574
2268,458,2021-01-18,abortion,abortion law,173,0.592
2269,223,2020-04-21,rights,violations,80,0.211
2270,366,2021-12-17,blacklivesmatter,George Floyd,187,0.616
2271,218,2021-04-08,gun,mass shooting,460,0.0
2272,110,2021-09-17,abortion,procedure|SB8,45,0.512
2273,298,2020-07-19,capitol,committee|gridlock,14,0.408
2274,359,2021-12-12,immigra,opportunity,39,0.795
2275,266,2021-07-27,immigra,naturalization|wall,21,0.278
2276,26,2021-07-05,abortion,medical privacy,41,0.74
2277,282,2020-09-04,immigra,illegal|diversity|border,45,0.478
2278,430,2020-07-01,abortion,life begins,101,0.247
2279,37,2020-05-23,blacklivesmatter,chaos,147,0.02
2280,349,2021-10-11,rights,civil rights|oppression|privacy,92,0.588
2281,354,2020-12-11,climate,sustainability,223,0.858
2282,381,2020-02-01,capitol,voting,27,0.513
2283,30,2020-03-25,immigra,refugees welcome|deportation|diversity,156,0.592
2284,407,2020-06-02,capitol,voting|gridlock,167,0.49
2285,277,2020-10-26,climate,green jobs|renewable energy,165,0.773
2286,423,2020-10-21,covid,microchip|wear mask,24,0.407
2287,14,2021-05-28,climate,conspiracy|sustainability|climate change,85,0.49
2288,454,2021-09-05,capitol,democracy,162,0.86
2289,77,2021-01-21,blacklivesmatter,violence|assemble,48,0.408
2290,138,2021-01-21,rights,civil rights|equality|law,24,0.806
2291,193,2020-11-25,blacklivesmatter,looting|brotherhood,230,0.388
2292,124,2021-07-19,capitol,freedom|fraud|riot,78,0.452
2293,399,2021-09-08,rights,court|legal rights|judiciary,222,0.421
2294,25,2020-05-08,abortion,women's rights,46,0.944
2295,134,2021-02-05,immigra,illegal|diversity,201,0.586
2296,256,2021-10-21,climate,carbon emissions,444,0.429
2297,205,2021-06-12,blacklivesmatter,rally,156,0.534
2298,357,2020-09-05,climate,alarmism,10,0.168
2299,158,2021-09-25,rights,justice|oppression|freedom of speech,164,0.579
2300,215,2020-10-31,rights,human rights,41,0.87
2301,237,2021-01-12,abortion,abortion ban|life begins|reproductive freedom,43,0.524
2302,385,2021-02-03,capitol,gridlock|senate,65,0.502
2303,175,2020-10-24,gun,background checks,168,0.77
2304,241,2020-10-27,abortion,choice,165,0.871
2305,272,2020-11-11,rights,violations|justice,482,0.589
2306,257,2020-08-19,capitol,constitution|corruption|legislation,121,0.471
2307,175,2020-10-09,abortion,medical privacy|pro-life,167,0.455
2308,111,2020-10-23,capitol,freedom|committee|legislation,34,0.551
2309,203,2020-12-29,blacklivesmatter,thug,185,0.148
2310,308,2020-05-24,blacklivesmatter,stand together,14,0.923
2311,324,2021-06-22,covid,stay safe|vaccination,134,0.784
2312,166,2021-05-19,blacklivesmatter,equality,77,0.839
2313,390,2020-02-10,blacklivesmatter,brotherhood|anarchy,207,0.464
2314,440,2020-12-01,covid,stay safe|conspiracy,485,0.46
2315,416,2021-07-19,rights,abuse|court|human rights,257,0.552
2316,58,2021-08-23,capitol,voting,226,0.602
2317,136,2021-09-03,abortion,choice|clinic|ban,182,0.476
2318,470,2021-09-02,climate,fake science,357,0.189
2319,40,2021-09-27,capitol,congress|gridlock|corruption,325,0.331
2320,270,2021-09-10,climate,conspiracy,19,0.071
2321,301,2020-04-21,climate,ecology|protect planet|fake science,273,0.555
2322,81,2021-02-21,abortion,abortion law,253,0.584
2323,40,2021-09-13,blacklivesmatter,thug|equality|stand together,61,0.632
2324,375,2020-09-18,immigra,deport,205,0.14
2325,173,2020-05-13,climate,carbon emissions|global warming|sustainability,225,0.667
2326,356,2021-05-19,blacklivesmatter,demonstration|anarchy,7,0.238
2327,29,2020-04-29,immigra,innovation|naturalization|opportunity,311,0.845
2328,447,2021-01-04,blacklivesmatter,rally|all lives matter,13,0.305
2329,488,2021-01-30,capitol,scandal,35,0.307
2330,221,2020-08-11,abortion,SB8|ban,8,0.427
2331,463,2021-03-22,abortion,reproductive freedom|sin|SB8,123,0.537
2332,149,2021-09-28,abortion,abortion ban,267,0.157
2333,230,2020-04-28,capitol,committee,112,0.504
2334,468,2020-12-16,blacklivesmatter,community|movement,297,0.727
2335,28,2021-02-21,abortion,supreme court,193,0.555
2336,25,2021-11-14,immigra,deportation|opportunity,139,0.698
2337,232,2021-08-01,gun,assault weapon|responsible gun ownership|second amendment,2,0.483
2338,362,2021-08-19,climate,global warming,211,0.581
2339,308,2021-10-01,rights,violations|law|discrimination,139,0.315
2340,297,2020-04-01,covid,infection|community health|social distancing,229,0.684
2341,455,2021-10-14,rights,equality|freedom of speech|privacy,221,0.805
2342,56,2021-08-06,climate,conspiracy|protect planet|green jobs,331,0.567
2343,209,2020-08-16,abortion,medical privacy|life begins,415,0.462
2344,235,2021-07-25,capitol,liberty|gridlock,153,0.601
2345,117,2020-02-01,rights,legal rights|freedom of speech|oppression,785,0.547
2346,461,2020-11-29,blacklivesmatter,looting|all lives matter|march,157,0.306
2347,340,2021-11-04,abortion,choice|Texas law|life begins,78,0.596
2348,282,2020-05-25,immigra,alien|deport|naturalization,62,0.284
2349,294,2021-02-19,abortion,ban|medical privacy|supreme court,119,0.498
2350,111,2020-12-18,rights,discrimination|civil rights,385,0.546
2351,98,2021-07-29,capitol,partisan|constitution,23,0.539
2352,99,2021-08-08,gun,kill|responsible gun ownership,43,0.368
2353,321,2021-02-12,climate,green jobs|protect planet|hoax,106,0.596
2354,1,2020-01-31,capitol,fraud,209,0.159
2355,391,2021-11-14,capitol,partisan|gridlock|insurrection,269,0.266
2356,99,2021-05-30,rights,civil rights,12,0.886
2357,42,2020-01-27,gun,responsible gun ownership,156,0.808
2358,209,2021-10-06,climate,renewable energy|fake science|climate change,8,0.512
2359,113,2021-10-06,abortion,supreme court|pro-life|SB8,196,0.426
2360,307,2020-10-03,climate,environment,87,0.565
2361,207,2021-02-04,climate,sustainability,22,0.838
2362,10,2021-11-18,rights,judiciary,22,0.497
2363,478,2021-05-18,immigra,wall|deportation|naturalization,125,0.509
2364,346,2020-09-26,immigra,naturalization,413,0.484
2365,489,2020-03-09,climate,protect planet,415,0.861
2366,206,2021-01-01,gun,background checks|prevention|firearms,371,0.728
2367,348,2021-04-23,immigra,diversity|deportation|opportunity,357,0.747
2368,385,2020-03-21,immigra,innovation|opportunity|naturalization,17,0.893
2369,193,2020-08-31,rights,discrimination|privacy|freedom of speech,562,0.578
2370,342,2020-07-13,immigra,deportation,11,0.463
2371,25,2020-11-10,climate,hoax|sustainability,129,0.47
2372,49,2021-02-09,abortion,abortion ban|women's rights,542,0.47
2373,204,2020-10-09,rights,human rights|equality,267,0.798
2374,380,2021-07-01,covid,community health,353,0.843
2375,252,2021-11-14,covid,pandemic|microchip|vaccination,14,0.503
2376,215,2020-04-14,abortion,supreme court|procedure|sin,400,0.403
2377,219,2021-08-09,abortion,SB8|sin|murder,39,0.259
2378,91,2021-07-06,blacklivesmatter,justice,282,0.832
2379,12,2021-02-22,gun,firearms,481,0.511
2380,61,2021-12-20,covid,anti-vaccine|anti-mask|vaccine,392,0.333
2381,400,2021-05-04,covid,vaccination|anti-mask|anti-vaccine,77,0.374
2382,44,2020-01-16,abortion,choice|murder,116,0.461
2383,348,2020-07-03,abortion,ban,727,0.186
2384,352,2020-01-16,gun,concealed carry|open carry,414,0.526
2385,293,2021-02-18,climate,green jobs|fake science|renewable energy,28,0.498
2386,21,2020-12-01,abortion,murder|pro-life|abortion ban,135,0.171
2387,488,2020-08-28,climate,hoax|conspiracy,303,0.016
2388,488,2020-05-09,abortion,SB8,240,0.527
2389,332,2021-11-09,blacklivesmatter,demonstration|anarchy|all lives matter,521,0.245
2390,178,2020-11-01,abortion,SB8|healthcare|abortion ban,13,0.479
2391,47,2021-10-03,covid,microchip|conspiracy|anti-mask,159,0.083
2392,200,2020-07-02,gun,concealed carry,77,0.486
2393,494,2020-07-19,covid,pandemic|public health|conspiracy,227,0.453
2394,197,2021-10-04,immigra,deportation|deport|alien,113,0.223
2395,265,2021-09-30,abortion,life begins|sin|ban,20,0.254
2396,269,2021-05-20,blacklivesmatter,brotherhood|violence|riots,57,0.278
2397,459,2021-02-12,capitol,senate|legislation|corruption,4,0.471
2398,234,2021-02-03,gun,assault weapon|mass shooting,60,0.088
2399,437,2020-02-01,capitol,constitution|senate|bill,205,0.642
2400,304,2020-10-01,gun,background checks|concealed carry,74,0.632
2401,127,2020-07-19,rights,privacy,30,0.852
2402,444,2021-11-30,abortion,procedure|murder|life begins,301,0.222
2403,168,2021-07-13,blacklivesmatter,justice|assemble|rally,171,0.684
2404,176,2021-06-29,abortion,sin|abortion law,367,0.367
2405,312,2020-06-20,rights,freedom of speech|law|judiciary,63,0.664
2406,364,2020-04-14,gun,concealed carry,16,0.576
2407,436,2021-01-13,rights,human rights|discrimination,73,0.526
2408,134,2020-01-17,gun,firearms|open carry|violence,50,0.369
2409,263,2020-01-08,blacklivesmatter,protest,168,0.532
2410,102,2020-04-25,immigra,alien|deportation,27,0.307
2411,202,2021-08-18,gun,second amendment,67,0.556
2412,424,2020-03-31,climate,ecology|environment,17,0.655
2413,419,2020-07-26,gun,prevention,325,0.774
2414,219,2021-05-02,rights,abuse|court|civil rights,40,0.473
2415,357,2020-11-20,covid,public health,281,0.838
2416,91,2020-10-17,immigra,opportunity,224,0.84
2417,376,2021-01-27,covid,microchip|stay safe|hoax,9,0.269
2418,121,2021-05-04,abortion,procedure,67,0.469
2419,398,2021-02-15,gun,background checks,366,0.859
2420,299,2021-03-02,rights,privacy,299,0.795
2421,262,2021-04-05,rights,legal rights|justice|violations,183,0.568
2422,302,2021-11-16,gun,concealed carry|violence,62,0.279
2423,156,2021-01-07,rights,violations|oppression,104,0.222
2424,436,2020-03-25,immigra,naturalization|border|opportunity,21,0.599
2425,332,2020-02-10,capitol,liberty,39,0.845
2426,423,2020-03-15,blacklivesmatter,equality,154,0.814
2427,105,2020-11-29,immigra,diversity|refugees welcome,5,0.856
2428,146,2021-07-22,rights,freedom of speech|discrimination|civil rights,50,0.662
2429,480,2021-01-30,rights,judiciary|oppression|legal rights,175,0.513
2430,150,2021-03-09,blacklivesmatter,violence|activism,190,0.446
2431,471,2020-06-02,rights,human rights|freedom of speech|privacy,182,0.932
2432,413,2020-10-21,gun,responsible gun ownership,111,0.701
2433,450,2021-12-25,abortion,reproductive freedom|medical privacy|abortion ban,139,0.613
2434,5,2021-10-03,capitol,patriot|freedom,71,0.788
2435,238,2021-06-16,immigra,naturalization,189,0.548
2436,45,2020-01-25,gun,background checks|open carry|gun laws,109,0.646
2437,186,2020-06-30,covid,hoax,206,0.056
2438,293,2021-05-10,climate,global warming,25,0.555
2439,233,2020-11-29,capitol,patriot,166,0.734
2440,282,2021-11-04,rights,equality|oppression|civil rights,74,0.641
2441,227,2021-03-26,abortion,sin,36,0.175
2442,89,2021-08-01,blacklivesmatter,blue lives matter|unity|solidarity,59,0.686
2443,168,2021-08-13,abortion,supreme court|life begins|pro-life,83,0.361
2444,122,2021-10-17,immigra,refugees welcome|illegal,119,0.53
2445,285,2020-11-28,abortion,ban|clinic|murder,34,0.173
2446,238,2020-09-30,climate,renewable energy|environment,193,0.625
2447,134,2020-08-12,covid,anti-mask,126,0.07
2448,93,2021-08-14,climate,hoax|fake science,193,0.241
2449,170,2021-09-10,covid,conspiracy|public health|wear mask,26,0.511
2450,110,2021-11-13,blacklivesmatter,activism|thug|movement,190,0.413
2451,498,2021-12-25,covid,community health|quarantine,168,0.693
2452,89,2020-05-17,immigra,naturalization|opportunity,119,0.709
2453,266,2020-02-15,capitol,riot|fraud,324,0.082
2454,95,2020-12-23,covid,COVID-19|hoax|vaccine,108,0.326
2455,199,2021-10-14,blacklivesmatter,rally|brotherhood|peaceful,40,0.871
2456,428,2021-08-09,immigra,border|diversity|deportation,10,0.598
2457,374,2020-08-03,abortion,healthcare|choice|murder,226,0.622
2458,245,2021-11-10,gun,responsible gun ownership,54,0.873
2459,213,2021-10-31,climate,carbon emissions|protect planet|sustainability,1,0.708
2460,496,2020-03-25,covid,5G,14,0.029
2461,61,2020-05-28,immigra,opportunity|wall,34,0.517
2462,395,2021-02-23,covid,community health|vaccination,18,0.843
2463,62,2020-04-28,immigra,naturalization,29,0.528
2464,474,2021-04-02,capitol,voting,162,0.615
2465,173,2020-09-11,covid,COVID-19,84,0.613
2466,334,2021-07-03,blacklivesmatter,looting,29,0.065
2467,146,2021-06-17,climate,green jobs,15,0.804
2468,441,2021-07-25,capitol,gridlock|insurrection|liberty,382,0.369
2469,422,2021-08-13,capitol,voting|liberty|insurrection,2,0.47
2470,405,2021-12-18,blacklivesmatter,march|anarchy,71,0.252
2471,399,2021-11-01,immigra,refugees welcome,63,0.806
2472,61,2020-01-18,covid,quarantine,520,0.487
2473,199,2020-10-09,abortion,life begins,116,0.308
2474,39,2020-05-13,climate,sustainability,45,0.825
2475,83,2020-01-27,abortion,sin,67,0.197
2476,318,2020-08-24,covid,5G|social distancing|public health,27,0.444
2477,65,2021-03-29,capitol,patriot|partisan|insurrection,38,0.43
2478,443,2021-06-27,climate,renewable energy|climate change|fake science,45,0.492
2479,64,2021-12-01,abortion,choice|clinic|ban,43,0.507
2480,394,2021-09-22,capitol,gridlock|fraud,124,0.21
2481,179,2021-01-12,covid,infection|wear mask,226,0.594
2482,431,2020-10-18,gun,background checks|prevention,43,0.838
2483,61,2020-05-20,immigra,deportation|naturalization,9,0.515
2484,378,2020-02-09,immigra,opportunity,246,0.85
2485,251,2021-07-21,rights,civil rights,430,0.842
2486,373,2021-03-09,abortion,women's rights|choice|procedure,15,0.729
2487,176,2021-04-03,gun,background checks,17,0.716
2488,210,2021-04-19,capitol,congress,106,0.495
2489,25,2020-04-14,covid,vaccination,12,0.785
2490,206,2021-01-04,climate,ecology|environment|conspiracy,33,0.492
2491,271,2020-04-26,abortion,supreme court|choice|sin,113,0.488
2492,255,2021-04-02,gun,assault weapon|gun laws,136,0.312
2493,447,2020-07-28,capitol,riot,166,0.183
2494,430,2021-09-13,blacklivesmatter,unity|activism,382,0.711
2495,426,2021-02-07,rights,abuse|freedom of speech,111,0.573
2496,137,2021-12-17,abortion,choice|women's rights,8,0.857
2497,35,2021-02-28,rights,civil rights|justice,3,0.959
2498,64,2020-02-21,immigra,alien|deportation,164,0.31
2499,483,2020-02-08,climate,fake science,117,0.113
2500,162,2021-07-30,immigra,deport|wall|immigration law,128,0.195
2501,414,2021-11-14,blacklivesmatter,stand together|assemble|unity,104,0.83
2502,253,2021-10-24,climate,environment|global warming|hoax,112,0.418
2503,213,2021-10-25,blacklivesmatter,peaceful,19,0.758
2504,196,2021-09-09,rights,oppression|justice|civil rights,79,0.672
2505,137,2020-06-01,immigra,deportation,98,0.446
2506,108,2020-08-26,blacklivesmatter,assemble,86,0.595
2507,136,2021-08-19,climate,renewable energy|hoax|environment,259,0.49
2508,264,2021-03-17,abortion,medical privacy|choice|reproductive freedom,94,0.799
2509,341,2021-07-07,covid,stay safe,25,0.814
2510,351,2021-10-07,capitol,bill|constitution|patriot,40,0.716
2511,276,2020-05-30,covid,wear mask,196,0.907
2512,458,2021-11-08,climate,sustainability|renewable energy|carbon emissions,394,0.697
2513,263,2020-11-07,climate,green jobs|conspiracy|renewable energy,66,0.468
2514,6,2021-08-07,blacklivesmatter,thug|march,86,0.366
2515,342,2020-03-04,abortion,procedure,57,0.45
2516,154,2020-07-03,immigra,naturalization,124,0.537
2517,139,2020-04-03,rights,discrimination|civil rights|freedom of speech,254,0.601
2518,201,2021-09-06,abortion,life begins|medical privacy|clinic,194,0.506
2519,464,2021-11-11,covid,vaccination|social distancing|public health,18,0.693
2520,254,2021-08-17,immigra,diversity|border,83,0.631
2521,171,2020-06-30,blacklivesmatter,protest|looting,122,0.36
2522,298,2020-12-28,rights,violations,401,0.153
2523,145,2020-07-05,rights,discrimination|human rights,181,0.651
2524,220,2021-01-27,rights,equality|oppression|justice,411,0.578
2525,174,2020-09-29,capitol,insurrection|committee,24,0.331
2526,183,2021-01-30,immigra,innovation,596,0.844
2527,492,2021-10-07,blacklivesmatter,George Floyd|riots,514,0.359
2528,315,2020-09-29,blacklivesmatter,rally|riots|chaos,104,0.24
2529,270,2021-03-22,capitol,bill,657,0.477
2530,33,2021-09-08,covid,wear mask|anti-vaccine|public health,146,0.578
2531,372,2020-11-03,immigra,refugees welcome,339,0.844
2532,448,2021-01-01,blacklivesmatter,all lives matter|violence|unity,983,0.363
2533,175,2021-02-21,blacklivesmatter,community,337,0.908
2534,262,2020-09-11,abortion,procedure,58,0.578
2535,385,2021-02-14,immigra,deport|opportunity,469,0.515
2536,50,2021-05-22,climate,ecology,19,0.775
2537,206,2020-11-21,rights,human rights|equality|oppression,125,0.644
2538,133,2021-04-26,immigra,deportation|diversity|illegal,20,0.495
2539,227,2021-07-13,capitol,democracy|gridlock|scandal,47,0.464
2540,471,2021-02-27,climate,renewable energy|protect planet|climate change,146,0.709
2541,469,2021-10-03,rights,justice|court,144,0.635
2542,160,2021-12-16,blacklivesmatter,rally|chaos|all lives matter,119,0.288
2543,412,2021-08-03,rights,oppression|civil rights,578,0.509
2544,348,2020-04-23,capitol,liberty,192,0.889
2545,180,2020-02-29,abortion,sin|ban|reproductive freedom,178,0.374
2546,32,2020-03-13,immigra,diversity|naturalization,172,0.629
2547,332,2021-09-02,blacklivesmatter,riots|rally|peaceful,558,0.457
2548,195,2020-04-12,abortion,procedure|SB8|abortion law,137,0.551
2549,70,2020-01-08,covid,public health,53,0.74
2550,193,2021-06-27,climate,ecology|green jobs|sustainability,52,0.776
2551,211,2021-11-29,rights,violations|oppression,84,0.244
2552,405,2020-11-30,capitol,bill|senate,2,0.472
2553,293,2020-11-18,climate,climate change|environment,334,0.552
2554,413,2020-11-11,covid,quarantine|COVID-19,227,0.504
2555,449,2021-03-11,capitol,legislation,240,0.53
2556,149,2020-05-13,rights,freedom of speech|violations|law,61,0.496
2557,346,2020-04-21,capitol,voting|corruption,178,0.427
2558,151,2020-06-13,rights,civil rights,28,0.896
2559,35,2021-04-07,abortion,sin|abortion ban,56,0.165
2560,364,2020-01-29,rights,civil rights,29,0.905
2561,31,2020-04-04,immigra,illegal|immigration law,73,0.291
2562,265,2021-07-03,capitol,constitution,96,0.787
2563,452,2021-05-07,rights,legal rights|court|freedom of speech,129,0.64
2564,70,2021-03-30,gun,kill,47,0.069
2565,471,2020-09-26,rights,discrimination,196,0.258
2566,377,2020-02-24,abortion,abortion ban,43,0.182
2567,386,2020-12-16,covid,anti-vaccine,73,0.062
2568,486,2021-04-17,capitol,corruption|senate|riot,614,0.372
2569,167,2020-11-13,abortion,reproductive freedom,39,0.784
2570,220,2021-01-05,climate,sustainability|conspiracy,168,0.407
2571,433,2020-11-08,climate,climate change|ecology|alarmism,305,0.436
2572,366,2020-04-24,immigra,refugees welcome,25,0.837
2573,125,2020-10-19,covid,5G|wear mask|quarantine,216,0.38
2574,16,2021-10-22,climate,alarmism|fake science|green jobs,100,0.416
2575,7,2021-07-22,blacklivesmatter,rally|looting|unity,65,0.519
2576,366,2020-03-09,capitol,gridlock|legislation|freedom,44,0.437
2577,137,2020-02-03,blacklivesmatter,all lives matter|community,265,0.497
2578,440,2020-12-04,blacklivesmatter,protest,1,0.606
2579,264,2021-06-11,immigra,deport,105,0.138
2580,470,2021-03-11,immigra,innovation|immigration law,43,0.611
2581,186,2020-09-24,gun,gun laws|safety,114,0.691
2582,283,2021-05-01,immigra,alien|refugees welcome|deportation,182,0.459
2583,234,2020-01-16,immigra,wall|deport|border,23,0.254
2584,301,2021-07-05,climate,global warming|hoax|fake science,129,0.334
2585,54,2021-12-08,abortion,women's rights|Texas law|abortion law,272,0.556
2586,415,2021-04-05,climate,green jobs|ecology|global warming,39,0.726
2587,286,2021-09-04,immigra,deport|naturalization|immigration law,34,0.395
2588,291,2021-08-29,blacklivesmatter,unity|thug,40,0.514
2589,419,2020-06-03,immigra,wall,74,0.118
2590,264,2021-08-03,abortion,abortion law,109,0.5
2591,95,2021-12-29,capitol,riot|congress|senate,18,0.426
2592,268,2020-06-28,blacklivesmatter,solidarity,9,0.912
2593,306,2021-04-17,rights,law|civil rights,276,0.727
2594,419,2021-01-30,covid,public health,119,0.803
2595,284,2020-07-12,climate,global warming|renewable energy,40,0.648
2596,387,2020-11-22,climate,protect planet|alarmism|renewable energy,133,0.725
2597,302,2021-05-09,capitol,partisan|liberty,301,0.605
2598,376,2021-11-23,gun,safety,1,0.84
2599,488,2021-04-13,capitol,senate|democracy,430,0.637
2600,353,2021-03-24,rights,privacy,2,0.887
2601,202,2021-03-22,capitol,gridlock|partisan,353,0.323
2602,431,2020-11-02,gun,assault weapon,14,0.119
2603,473,2020-10-15,blacklivesmatter,activism,142,0.568
2604,189,2021-09-25,climate,sustainability|carbon emissions,143,0.669
2605,291,2021-03-16,blacklivesmatter,riots|peaceful,114,0.457
2606,271,2020-06-12,rights,judiciary|legal rights,230,0.576
2607,350,2021-07-06,blacklivesmatter,riots|thug,95,0.187
2608,412,2021-09-21,covid,hoax,4,0.061
2609,305,2020-07-03,rights,legal rights|civil rights,3,0.618
2610,452,2020-05-09,blacklivesmatter,stand together,21,0.835
2611,41,2021-04-10,gun,concealed carry|mass shooting|kill,2,0.216
2612,185,2021-08-08,capitol,liberty|patriot,229,0.797
2613,383,2021-06-06,gun,responsible gun ownership|open carry,14,0.619
2614,50,2021-05-14,abortion,murder|abortion law,229,0.328
2615,73,2020-10-14,abortion,murder,29,0.15
2616,452,2020-12-08,covid,wear mask|conspiracy|public health,250,0.54
2617,249,2021-01-10,climate,green jobs|renewable energy,52,0.821
2618,296,2020-11-22,capitol,insurrection|liberty,1,0.424
2619,33,2020-05-09,abortion,sin|choice,198,0.498
2620,236,2020-08-12,rights,privacy|law|justice,451,0.747
2621,84,2020-08-04,abortion,procedure,29,0.532
2622,267,2020-10-13,gun,safety,13,0.754
2623,483,2020-06-13,abortion,procedure|pro-life|reproductive freedom,11,0.658
2624,483,2020-01-07,gun,responsible gun ownership|safety,231,0.895
2625,454,2020-04-03,capitol,corruption,278,0.318
2626,42,2021-11-03,immigra,border,30,0.489
2627,17,2021-01-06,capitol,scandal,33,0.261
2628,248,2020-03-13,covid,vaccine|public health,1,0.696
2629,151,2021-12-18,climate,renewable energy|carbon emissions|hoax,59,0.481
2630,212,2021-10-23,blacklivesmatter,blue lives matter,110,0.117
2631,212,2021-02-26,blacklivesmatter,equality|all lives matter,217,0.504
2632,160,2021-10-01,immigra,illegal|innovation|deportation,33,0.608
2633,340,2020-08-06,immigra,diversity|opportunity|immigration law,223,0.702
2634,110,2020-08-15,rights,freedom of speech|civil rights|legal rights,334,0.785
2635,31,2021-03-24,gun,concealed carry|prevention,81,0.582
2636,100,2020-10-06,rights,law|human rights|oppression,84,0.639
2637,410,2020-09-14,blacklivesmatter,riots|thug,29,0.149
2638,170,2021-01-26,blacklivesmatter,protest|rally|equality,116,0.69
2639,172,2020-02-24,gun,open carry|second amendment,89,0.511
2640,94,2020-03-22,gun,gun laws|background checks,34,0.627
2641,22,2021-08-31,capitol,riot,58,0.249
2642,53,2021-10-06,covid,infection|public health|vaccine,692,0.575
2643,308,2020-04-12,blacklivesmatter,justice,73,0.842
2644,28,2020-05-25,capitol,committee|scandal,171,0.364
2645,471,2020-06-21,abortion,choice|murder|ban,56,0.302
2646,1,2021-12-16,climate,alarmism,29,0.123
2647,290,2021-11-13,immigra,innovation,236,0.76
2648,389,2020-03-01,gun,background checks,294,0.817
2649,450,2020-03-21,capitol,constitution|voting,30,0.718
2650,456,2021-11-01,gun,violence|mass shooting|second amendment,87,0.311
2651,361,2020-02-02,gun,second amendment|safety,217,0.731
2652,182,2020-05-12,blacklivesmatter,all lives matter|riots,7,0.124
2653,202,2021-10-21,gun,prevention,7,0.733
2654,460,2021-11-24,climate,protect planet|ecology|sustainability,34,0.752
2655,260,2020-01-04,immigra,border|innovation,83,0.745
2656,315,2020-03-06,climate,carbon emissions,53,0.461
2657,390,2020-08-14,immigra,border|alien|wall,66,0.382
2658,199,2021-01-17,blacklivesmatter,blue lives matter|assemble|equality,7,0.46
2659,330,2020-02-04,immigra,naturalization,129,0.613
2660,368,2021-02-11,capitol,partisan|freedom|patriot,118,0.642
2661,65,2021-05-03,covid,vaccination|quarantine,177,0.744
2662,158,2021-11-09,blacklivesmatter,blue lives matter,282,0.179
2663,434,2020-08-18,gun,safety,213,0.757
2664,179,2020-12-08,abortion,choice|supreme court,26,0.735
2665,147,2020-03-15,capitol,congress|gridlock,74,0.415
2666,96,2021-04-15,immigra,immigration law|innovation|alien,9,0.524
2667,404,2020-08-12,abortion,Texas law,2,0.539
2668,24,2021-08-08,capitol,partisan,273,0.37
2669,262,2020-09-07,gun,violence,367,0.106
2670,60,2020-09-05,climate,green jobs,326,0.738
2671,459,2021-01-28,immigra,deportation|refugees welcome,1,0.654
2672,279,2021-04-12,gun,kill|mass shooting,121,0.0
2673,86,2020-11-27,covid,pandemic|wear mask|5G,82,0.404
2674,344,2020-02-17,rights,abuse,41,0.143
2675,238,2020-01-09,abortion,medical privacy|pro-life|abortion law,44,0.507
2676,411,2021-12-12,capitol,liberty|democracy|scandal,18,0.652
2677,359,2020-06-14,gun,assault weapon,31,0.1
2678,269,2020-04-11,abortion,abortion law|healthcare|abortion ban,356,0.511
2679,258,2021-06-18,immigra,deportation|opportunity|border,222,0.551
2680,374,2020-08-04,rights,privacy|abuse|court,119,0.479
2681,265,2021-08-05,gun,open carry|assault weapon|kill,72,0.255
